,Charge Code,Description,Default CPT/HCPCS Code,2023 Primary Price
2290,46750,"REPAIR OF ANAL SPHINCTER,ADULT",46750,8535.0
2291,32036,"THORACOSTOMY,OPEN DRAIN/EMPYEMA",32036,8533.0
2292,25607,"OPEN RX DISTAL RADIUS FX, EXTRA-ARTICULAR",25607,8532.0
2293,27422,"FIX UNSTABLE PATELLA,EXTEN REALIGN",27422,8529.0
2294,33340,PERQ CLSR TCAT L ATR APNDGE W/ENDOCARDIAL IMPLNT,33340,8528.0
2295,34710,DLYD PLACEMENT XTN PROSTH FOR EVASC RPR 1ST VSL,34710,8524.0
2296,21230,RIB CARTILAGE GRAFT TO FACE,21230,8523.0
2297,27420,REVISION OF UNSTABLE PATELLA,27420,8523.0
2298,33236,REMV EPICARD SYST ONE LD/THORACOTMY,33236,8518.0
2299,53500,"URETHRLYS, TRANSVAG W/ SCOPE",53500,8507.0
2300,28730,"FUSION FOOT BONES,MIDTARSAL,MULTI",28730,8506.0
2301,21025,"EXCISION OF BONE, LOWER JAW",21025,8505.0
2302,44800,"EXCISION MECKEL,OMPHALOMES DUCT",44800,8502.0
2303,64834,SUTURE 1 NERVE HAND/FOOT COMMON SENSORY NERVE,64834,8502.0
2304,21340,REPAIR NASOETHMOID COMPLEX FRACTURE,21340,8501.0
2305,36825,"CREAT AV FISTULA,AUTOGENOUS GRAFT",36825,8500.0
2306,27430,REVISION QUADRICEPS,27430,8498.0
2307,51990,"LAP,URETHRAL SUSPENSION",51990,8496.0
2308,54535,"REMOVAL TESTIS,RADICAL+ABD EXPLOR",54535,8492.0
2309,69501,"MASTOIDECTOMY,SIMPLE",69501,8487.0
2310,26910,AMPUTATE METACARPAL+FINGER,26910,8486.0
2311,42215,"RECONST CLEFT PALATE,MAJOR REVIS",42215,8483.0
2312,44900,"DRAIN APPENDICEAL ABSCESS, OPEN",44900,8479.0
2313,47570,"LAP,CHOLECYSTOENTEROSTOMY",47570,8479.0
2314,25491,REINFORCE ULNA,25491,8475.0
2315,27356,REMV BENIGN FEMUR LESN/ALLOGRAFT,27356,8475.0
2316,21432,OPEN TX LEFORTE III+FIXATN,21432,8471.0
2317,24575,OPEN TX HUMERAL EPICONDYLAR FRACTURE,24575,8469.0
2318,67312,"STABISMUS SURG,TWO HORIZ MUSCLE",67312,8469.0
2319,15155,"CULT EPIDRM AUTOGRFT,FACE/NCK/HND/FT/GEN <26 SQCM",15155,8468.0
2320,27248,OPEN TREATMENT GREATER TROCHANTERIC FRACTURE,27248,8468.0
2321,21335,OPEN TX NOSE FX+OPEN FIX SEPTUM,21335,8466.0
2322,27339,EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC 5+CM,27339,8466.0
2323,49000,EXPLORATORY OF ABDOMEN,49000,8464.0
2324,28173,RAD RESEC METATARSAL,28173,8464.0
2325,24666,OPEN TX RADIAL HEAD/NECK FRACTURE PROSTHETIC,24666,8460.0
2326,27218,OPEN INTERN FIX POST PELV RING FX,27218,8450.0
2327,66830,"REMV 2ND CATARACT,CORN-SCLER SECTN",66830,8449.0
2328,23184,PART EXCIS PROX HUMERUS,23184,8446.0
2329,49565,"REPAIR RECURR INCIS HERNIA,REDUC",49565,8440.0
2330,15839,"EXCISE EXCESS SKIN TISSUE,OTHER",15839,8437.0
2331,25800,FUSION OF WRIST JOINT,25800,8433.0
2332,24900,"AMPUTATN ARM,THRU HUMERUS,PRIM CLOS",24900,8432.0
2333,15570,FORM SKIN PEDICLE FLAP TRUNK,15570,8430.0
2334,35206,"REBL VES DIRECT,UP EXTREM",35206,8428.0
2335,25685,OPEN RX NAVIC-PERILUNATE FX/DISLOC,25685,8425.0
2336,68328,"REVISE CONJUNC,FIX CUL-DE-SAC=BUCCAL",68328,8424.0
2337,51860,"REPAIR BLADDER WOUND/INJ,SIMPLE",51860,8424.0
2338,24115,"EXCIS BENIGN HUMERUS LESN,AUTOGRFT",24115,8423.0
2339,25430,"INSERT VASC PEDICLE,CARPAL BONE (HARII)",25430,8422.0
2340,21110,INTERDENTAL FIXATION,21110,8408.0
2341,67318,"STABISMUS SURG,SUPER-OBLIQ MUSC",67318,8405.0
2342,43652,"LAP,VAGUS NERVES,SELECTIVE",43652,8403.0
2343,27477,SURGERY TO STOP TIB/FIB GROWTH,27477,8399.0
2344,24920,"AMPUTATN ARM,THRU HUMERUS,CIRCULAR",24920,8396.0
2345,26420,"REPAIR EXTEN TENDON,DORSUM FINGR,GRFT",26420,8395.0
2346,27310,"EXPLOR/DRAIN KNEE,INFECTN",27310,8393.0
2347,47382,"ABLAT,OPEN,1+ LIVER TUMOR(S),PERCUT RF",47382,8384.0
2348,0671T,PR INSJ ANT SGM AQ DRG DEV 1+,0671T,8384.0
2349,0699T,PR NJX PST CHMBR EYE MEDICATION,0699T,8384.0
2350,59150,RX ECTOP PREG BY LAPAROSCOPE,59150,8384.0
2351,58925,REMOVAL OF OVARIAN CYST(S),58925,8377.0
2352,43842,"GASTROPLASTY,OBESITY,VERT BAND",43842,8369.0
2353,25455,EPIPHYSEAL ARREST DIST RAD & ULNA,25455,8364.0
2354,27769,OPEN TREATMENT POSTERIOR MALLEOLUS FRACTURE,27769,8358.0
2355,15837,"EXCISE EXCESS SKIN TISSUE,FOREARM",15837,8354.0
2356,14021,"ADJ TISS XFER SCALP,EXTREM 10.1-30 SQCM",14021,8350.0
2357,54406,"REMVL,INFLAT PENILE PROSTH W/O REPLACMT",54406,8350.0
2358,26502,"HAND TENDON PULLEY RECONST,GRAFT",26502,8349.0
2359,27232,"CLOSED RX PROX/NECK FEMUR FX,MANIP",27232,8348.0
2360,24566,PERCUT FIXATN HUMERAL EPICONDYLAR FX,24566,8346.0
2361,0075T,"ARTERIAL STENT, XCRANIAL VERTEBRAL/ THORACIC CAROT",0075T,8344.0
2362,25628,OPEN TX CARPAL SCAPHOID NAVICULAR FRACTURE,25628,8344.0
2363,24164,PROSTHESIS REMOVAL RADIAL HEAD,24164,8343.0
2364,33202,"INSERT EPICARDIAL ELECTRODE, OPEN",33202,8341.0
2365,95811,Pr Ec Polysom 6/>yrs Sleep W/cpap 4/> Addl Param A,95811,8338.0
2366,26545,"FIX COLAT LIG,I-P JT,GRAFT,EACH",26545,8331.0
2367,27045,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC 5+CM,27045,8330.0
2368,11005,"DEBRIDE NECROTIC SKIN/ TISSUE, ABD WALL",11005,8328.0
2369,27006,"INCIS HIP ADDUCTORS,OPEN",27006,8322.0
2370,25445,RECONSTRUCT TRAPEZIUM W PROSTHESIS,25445,8320.0
2371,66840,"REMV LENS MATERIAL,ASPIRATN",66840,8320.0
2372,64784,EXCISE MAJOR PERIPHERAL NEUROMA,64784,8306.0
2373,30540,"REPAIR CHOANAL ATRESIA,INTRANASAL",30540,8306.0
2374,15780,DERMABRAS RX SKIN TOTAL FACE,15780,8303.0
2375,64569,REVISE/REPLACE CRANIAL NERVE STIM ELECTRODE/CONNEC,64569,8303.0
2376,50205,"BIOPSY OF KIDNEY,OPEN EXPOS",50205,8302.0
2377,27005,"INCIS ILIOPSOAS,OPEN",27005,8301.0
2378,50728,REVISE URINARY-CUTAN ANAST+REPAIR,50728,8291.0
2379,52601,TRANSURETHRAL ELEC-SURG PROSTATECTOM,52601,8291.0
2380,23515,OPEN TREATMENT CLAVICULAR FRACTURE INTERNAL FX,23515,8290.0
2381,28046,RAD RESECTION TUMOR SOFT TISSUE FOOT/TOE <3CM,28046,8288.0
2382,25312,"XPLANT FOREARM TENDON,W TENDON GRFT",25312,8287.0
2383,26516,"FUSION MC-P JOINT,SINGLE",26516,8285.0
2384,58720,REMOVAL OF OVARY/TUBE(S),58720,8282.0
2385,50010,EXPLORATION OF KIDNEY,50010,8277.0
2386,29861,HIP SCOPE/REMOV LOOSE/FOREIGN BODY,29861,8276.0
2387,27846,OPEN RX ANKLE DISLOCATN,27846,8267.0
2388,25490,REINFORCE RADIUS,25490,8255.0
2389,24343,REELBOW LAT LIGMNT W/TISS,24343,8253.0
2390,68520,REMOVAL OF TEAR SAC,68520,8253.0
2391,64714,"NEUROPLASTY LUMBAR PLEXUS,OPEN",64714,8250.0
2392,23040,DEEP INCIS SHLDR BONE CORTEX,23040,8249.0
2393,25251,"REMOVAL WRIST PROSTHESIS,COMPLIC",25251,8248.0
2394,44850,SUTURE OF MESENTERY,44850,8247.0
2395,27784,OPEN TREATMENT PROXIMAL FIBULA/SHAFT FRACTURE,27784,8245.0
2396,27185,"EPIPHYSEAL ARREST,GREATER TROCHANTER",27185,8241.0
2397,67255,REINFORCE SCLERA EYE W GRAFT,67255,8240.0
2398,24330,"FLEXORPLASTY,ELBOW",24330,8230.0
2399,54360,"PENIS PLASTIC SURG,CORRECT ANGULATN",54360,8229.0
2400,24006,ARTHROTOMY/CAPULE RELEASE ELBOW JT,24006,8229.0
2401,32098,THORACOTOMY W/BIOPSY OF PLEURA,32098,8228.0
2402,21933,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5+CM,21933,8227.0
2403,54440,REPAIR PENIS POST INJURY,54440,8226.0
2404,G0412,Open tx iliac spine uni/bil,G0412,8216.0
2405,27654,"REPAIR ACHILLES TENDON,SECONDARY",27654,8214.0
2406,15760,COMPOSITE SKIN GRAFT,15760,8210.0
2407,28302,OSTEOTOMY TALUS,28302,8210.0
2408,64820,"SYMPATHECTOMY,DIGITAL ARTERIES, EA",64820,8205.0
2409,54416,"REPLACE,PENILE PROSTHESIS",54416,8198.0
2410,25900,AMPUTATION FOREARM,25900,8198.0
2411,24615,OPEN RX ELBOW DISLOCATION,24615,8195.0
2412,57288,SLING OPER STRES INCONTINENCE,57288,8194.0
2413,55650,EXCISE DEMINAL VESICLE,55650,8194.0
2414,69440,EXPLORATION OF MIDDLE EAR,69440,8193.0
2415,15100,"SPLIT GRFT TRUNK,ARM,LEG <100 SQCM",15100,8189.0
2416,24345,REELBW MED LIGMNT W/TISS,24345,8181.0
2417,27427,"LIGMT REVISION,KNEE,EXTRA-ARTIC",27427,8181.0
2418,65175,REMOVAL OF OCULAR IMPLANT,65175,8181.0
2419,33267,PR EXCL LAA OPEN ANY METHOD,33267,8178.0
2420,54308,"HYPOSPADIUS REPAIR,2ND STAGE,<3CM",54308,8175.0
2421,26850,FUSION MC-P JT,26850,8174.0
2422,27392,"TENOTOMY,BI HAMSTR,KNEE-THIGH,MULTI",27392,8173.0
2423,28805,"AMPUTATION FOOT,TRANSMETATARSAL",28805,8173.0
2424,21554,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASCIAL,21554,8171.0
2425,49652,"LAP, VENTRAL HERNIA REPAIR,REDUCIBLE",49652,8170.0
2426,33988,INSERT LEFT HEART VENT BY THORACIC INC ECMO/ECLS,33988,8163.0
2427,26449,RELEASE FOREARM/HAND EXTEN TENDON,26449,8157.0
2428,35190,"REACQ AV FIST,EXTREM",35190,8153.0
2429,54650,"ORCHIOPEXY,ABD APPRCH,ABD TESTIS",54650,8151.0
2430,51980,CONSTRUCT BLADDER OPENING-CUTANEOUS,51980,8151.0
2431,22842,POSTERIOR SEGMENTAL INSTRUMENTATION 3-6 VRT SEG,22842,8149.0
2432,54318,"HYPOSPAD REPAIR,3RD STAGE",54318,8139.0
2433,27740,STOP GROWTH PROX/DIST TIBIA/FIBULA,27740,8139.0
2434,59151,"RX ECTOP PREG BY SCOPE,RMV TUBE/OVRY",59151,8138.0
2435,21015,RAD RESECTION TUMOR SOFT TISS FACE/SCALP < 2CM,21015,8135.0
2436,61120,BURR HOLE VENTRICULAR PUNCTURE,61120,8134.0
2437,22850,"REMOVE SPINE FIX DEV,HARRINGTON",22850,8131.0
2438,27829,OPEN TX DISTAL TIBIOFIBULAR JOINT DISRUPTION,27829,8130.0
2439,33889,SUBCLAV TRANSPOS W/ ENDOVAS TAA REPAIR,33889,8128.0
2440,23125,TOTAL REMOVAL OF CLAVICLE,23125,8127.0
2441,67975,"RECONSTRUC EYELID,SECOND STAGE",67975,8127.0
2442,25920,AMPUTATE THRU WRIST,25920,8125.0
2443,22840,POSTERIOR NON-SEGMENTAL INSTRUMENTATION,22840,8120.0
2444,42145,PALATOPHAYNGOPLASTY,42145,8112.0
2445,58672,"LAP,FIMBRIOPLASTY",58672,8111.0
2446,37600,"LIGATN NECK ARTERY, ECA",37600,8110.0
2447,49062,"DRAIN LYMPH-PERITONEAL CAVITY,OPEN",49062,8109.0
2448,55880,PR ABLTJ MAL PRST8 TISS HIFU,55880,8102.0
2449,24140,PARTIAL REMOVAL HUMERUS,24140,8098.0
2450,49560,"REPAIR INCISIONAL HERNIA,REDUCIBLE",49560,8096.0
2451,26412,"REPAIR EXTEN TENDON,DORSUM HAND,GRFT",26412,8096.0
2452,37231,"REVASCULARIZE TIBIAL/PERON ARTERY,ANGIOPLASTY/STEN",37231,8088.0
2453,36832,"REVISE AV FISTULA,W/O THROMBECTOMY",36832,8084.0
2454,65780,"OCULAR SURF RECONST, AMNIOTIC TRANSPLANT, MULTIPLE",65780,8084.0
2455,23415,CORACO-ACROMIAL LIG RELEASE,23415,8052.0
2456,26567,CORRECT FINGER DEFORMITY,26567,8051.0
2457,54420,CORPORA-SAPHEN VEIN SHUNT,54420,8050.0
2458,21386,"REPAIR EYE BLOWOUT,PERIORBITAL",21386,8050.0
2459,41512,"TONGUE BASE SUSPENSION, PERM SUTURE",41512,8046.0
2460,22846,ANTERIOR INSTRUMENTATION 4-7 VERTEBRAL SEGMENTS,22846,8046.0
2461,27499,"DECOMPRESS THIGH/KNEE,>1+DEBRIDE",27499,8046.0
2462,34713,Pr Perq Access & Closure Fem Art For Delivery Ndgf,34713,8043.0
2463,58541,"LAP, SUPRACERVIAL HYSTERECTOMY, <250G",58541,8042.0
2464,64570,REMOVE IMPLANT CRANIAL NERVE STIM ELECTRODE/PULSE,64570,8040.0
2465,67314,"STABISMUS SURG,ONE VERT MUSCLE",67314,8038.0
2466,26542,"FIX COLLAT LIG,MC-P JT,LOCAL TISS",26542,8030.0
2467,28737,"FUSION W/TEND ADV,MIDTAR NAV-CUNEIFORM",28737,8027.0
2468,25905,"AMPUTATION FOREARM,CIRCULAR",25905,8026.0
2469,45190,"DESTRUCT,RECTAL TUMOR,TRANSANAL APPROACH",45190,8022.0
2470,49600,REPAIR SMALL OMPHALOCELE,49600,8022.0
2471,49425,INSERT ABDOMEN-VENOUS SHUNT,49425,8018.0
2472,65280,"REPAIR CORNEA LAC,PERF,NO UVEAL",65280,8003.0
2473,57287,REMV/REVS SLING FOR STRES INCONTINENCE,57287,8001.0
2474,29882,"KNEE SCOPE,MED OR LAT MENIS REPAIR",29882,7996.0
2475,21338,REPAIR NASOETHMOID FRACTURE,21338,7995.0
2476,21209,REDUCTION OF FACIAL BONES,21209,7994.0
2477,26565,CORRECT METACARPAL DEFORM,26565,7994.0
2478,27098,ADDUCTOR TRANSFER TO ISCHIUM,27098,7991.0
2479,64821,"SYMPATHECTOMY,RADIAL ARTERY",64821,7989.0
2480,64822,"SYMPATHECTOMY,ULNAR ARTERY",64822,7989.0
2481,50575,"RENAL SCOPE,ENDOPYELOTOMY",50575,7989.0
2482,64831,REPAIR OF DIGIT NERVE,64831,7988.0
2483,69700,CLOSE MASTOID POSTAURICULAR FISTULA,69700,7980.0
2484,15120,"SPLIT GRFT,HEAD,FAC,HAND,FEET <100 SQCM",15120,7979.0
2485,19370,PR RVS PERI IMPLNT CAP BREAST CPSLRRHPY/ PRL CPSLC,19370,7979.0
2486,65880,"INCISE CORNEO-VITREAL ADHESIONS,EYE",65880,7976.0
2487,27400,"TENDON/MUSC XFER,HAMSTR-FEMUR",27400,7968.0
2488,32659,THORACOSCOPY SURG PERICARD WINDOW,32659,7967.0
2489,35800,"EXPLOR POSTOP BLEED,INFEC,CLOT-NECK",35800,7957.0
2490,23145,"EXCIS BENIGN TUMR CLAV/SCAP,AUTOGRFT",23145,7955.0
2491,32035,"THORACOSTOMY,RIB RESECT,EMPYEMA",32035,7953.0
2492,95810,Pr Ec Polysom 6/>yrs Sleep 4/> Addl Param Attnd,95810,7952.0
2493,38562,"REMOVAL, PELVIC LYMPH NODES,STAGING",38562,7946.0
2494,27041,"BX SOFT TISSUES,PELV/HIP,DEEP",27041,7945.0
2495,49557,"REPAIR RECURR FEMORAL HERNIA,STRANG",49557,7939.0
2496,37565,LIGATN NECK VEIN,37565,7937.0
2497,23020,RELEASE SHLDR JOINT CONTRACTURE,23020,7937.0
2498,27596,"AMPUTATE THIGH,RE-AMPUTATN",27596,7935.0
2499,25300,"FUSION TENDONS WRIST,FINGR FLEXORS",25300,7924.0
2500,27871,FUSION OF TIBIOFIBULAR JOINT,27871,7923.0
2501,14350,FILLET FINGR/TOE FLAP W PREP,14350,7915.0
2502,27054,REMOVAL OF HIP JOINT LINING,27054,7905.0
2503,60220,"THYROID LOBECTOMY,UNILAT",60220,7901.0
2504,55180,"REVISION OF SCROTUM,COMPLICATED",55180,7896.0
2505,15940,EXC ISCH PRES ULC W PRIM CLOS,15940,7895.0
2506,25924,RE-AMPUTATION THRU WRIST,25924,7893.0
2507,58662,"LAP,FULGURATE/EXCISE LESIONS",58662,7892.0
2508,52648,"LASER VAPORIZATION SURGERY PROSTATE, COMPLETE",52648,7892.0
2509,27334,"RMV KNEE SYNOVIUM,ANT/POST",27334,7890.0
2510,27517,CLOSED RX DIST FEM EPIPHYSIS+MANIP,27517,7889.0
2511,65091,REMOVE OCULAR CONTENTS,65091,7889.0
2512,24138,"SEQUESTRECTOMY,OLECRANNON PROCESS",24138,7882.0
2513,28585,OPEN TREATMENT TALOTARSAL JOINT DISLOCATION,28585,7880.0
2514,60210,"PARTIAL EXCISION THYROID,UNILAT",60210,7874.0
2515,66682,SUTURE IRIS/CILIARY BODY,66682,7873.0
2516,49521,"REPAIR RECURR INGUIN HERN,STRANG",49521,7868.0
2517,68325,"REVISE CONJUNC,BUCCAL MEMBR GRFT",68325,7862.0
2518,27598,AMPUTATE LOWER LEG AT KNEE,27598,7860.0
2519,47563,"LAP,CHOLECYSTECTOMY/GRAPH",47563,7856.0
2520,58822,"DRAIN OVARIAN ABSCESS,ABD APPRCH",58822,7855.0
2521,54560,"EXPLORE UNDESC TESTIS,ABDOMINAL",54560,7852.0
2522,14060,"ADJ TISS XFER LID,NOS,EAR <10 SQCM",14060,7851.0
2523,25909,RE-AMPUTATION FOREARM,25909,7851.0
2524,26525,RELEASE I-P JT CONTRACTURE,26525,7849.0
2525,68362,"CONJUNC FLAP,TOTAL",68362,7848.0
2526,36820,"AV ANAST,FOREARM VEIN TRANSPOSITION",36820,7846.0
2527,58920,PARTIAL REMOVAL OF OVARY(S),58920,7845.0
2528,20932,Pr Osteoart Algrft W/surf & B1,20932,7839.0
2529,24366,RECONSTRUCT RADIAL HEAD W IMPLANT,24366,7838.0
2530,43870,"CLOSURE OF GASTROSTOMY,SURGICAL",43870,7837.0
2531,20934,Pr Intercalary Algrft Compl,20934,7835.0
2532,21451,CLOSED TX MANDIBLE FX+MANIPULATN,21451,7835.0
2533,27097,"HAMSTRING RECESSION,PROX",27097,7831.0
2534,34421,"REMV VEIN CLOT CAVA-ILIAC,LEG INCIS",34421,7830.0
2535,22852,"REMOVE SPINE FIX DEV,POST SGMTAL",22852,7829.0
2536,23073,EXC TUMOR SOFT TISSUE SHOULDER SUBFASCIAL 5+CM,23073,7829.0
2537,29906,ARTHROSCOPY SUBTALAR JOINT WITH DEBRIDEMENT,29906,7828.0
2538,37606,"LIGATN NECK ARTERY,ICA,CCA,GRADUAL",37606,7826.0
2539,31051,EXPLOR SPHENOID SINUS+RMV POLYPS,31051,7823.0
2540,65093,REMOVE OCULAR CONTENTS W IMPLANT,65093,7819.0
2541,45560,REPAIR OF RECTOCELE,45560,7818.0
2542,24073,EXC TUMOR SOFT TISS UPPER ARM/ELBW SUBFASC 5+CM,24073,7815.0
2543,24635,OPEN TX MONTEGGIA FRACTURE DISLOCATION ELBOW,24635,7812.0
2544,33368,REPLACE AORTIC VALVE W/BYP OPEN ART/VENOUS APRCH,33368,7811.0
2545,26520,RELEASE MC-P JT CONTRACTURE,26520,7809.0
2546,38564,"REMOVAL, ABDOMEN LYMPH NODE,STAGING",38564,7807.0
2547,21812,OPEN TX RIB FX W/FIXJ THORACOSCOPIC VIS 4-6 RIBS,21812,7804.0
2548,67966,"REVISION OF EYELID,> 1/4 LID MARGIN",67966,7804.0
2549,25350,"OSTEOTOMY RADIUS,DISTAL THIRD",25350,7802.0
2550,25574,OPEN TX RADIAL & ULNAR SHAFT FX FIX RADIUS OR ULNA,25574,7802.0
2551,26951,AMPUTATION FINGER/THUMB,26951,7799.0
2552,27279,ARTHRODESIS SACROILIAC JOINT PERCUTANEOUS,27279,7797.0
2553,15200,FULL THICK GRFT TRUNK <20 SQCM,15200,7795.0
2554,67343,RELEASE EXTEN SCAR TISSUE EYE,67343,7795.0
2555,23035,DRAIN SHOULDER BONE LESION,23035,7793.0
2556,19350,NIPPLE/AREOLA RECONSTRUCTION,19350,7792.0
2557,23156,"EXCIS BENIG TUMR PROX HUMER,ALLOGRFT",23156,7792.0
2558,27510,"CLOSED RX FEMUR,DISTAL+MANIP",27510,7792.0
2559,58825,"TRANSPOSITION, OVARY(S)",58825,7791.0
2560,27405,"REPAIR COLLAT LIGAMT/CAPSULE,KNEE",27405,7790.0
2561,26540,"FIX COLLAT LIG,MC-P JT,I-P JT",26540,7788.0
2562,15115,EPI AUTOGRFT FACE/NCK/HND/FT/GEN <100 SQCM,15115,7782.0
2563,30620,INTRANASAL RECONSTRUCTION,30620,7782.0
2564,36819,"AV ANAST,UP ARM BASILIC VEIN TRANSPOSIT",36819,7776.0
2565,43830,"GASTROSTOMY,OPEN,W/O TUBE CNSTR",43830,7775.0
2566,15576,"FORM SKIN PEDICLE FLAP LID,EAR,NOSE",15576,7775.0
2567,25275,"REFOREARM EXT TEND SHEATH,GRAFT",25275,7774.0
2568,29891,"ANKLE SCOPE,EXCIS OSTEOCHON DEFCT",29891,7772.0
2569,15931,EXC SACR PRESS ULC W PRI SUTURE,15931,7770.0
2570,29824,"SHLDR ARTHROSCOP,SURG,DIS CLAVICULECTOMY",29824,7768.0
2571,15770,DERMA-FAT-FASCIA GRAFT,15770,7763.0
2572,57283,"REVAGINAL PROLAPSE,UTEROSACRAL",57283,7761.0
2573,21336,OPEN TX NASAL SEPTAL FRACTURE,21336,7761.0
2574,15110,EPIDRM AUTOGRFT TRNK/ARM/LEG <100 SQCM,15110,7760.0
2575,54437,REPAIR OF TRAUMATIC CORPOREAL TEAR(S),54437,7751.0
2576,66711,ECP CILIARY BODY DSTRJ W/O RMVL CRYSTALLINE LENS,66711,7751.0
2577,25515,OPEN TREATMENT RADIAL SHAFT FRACTURE,25515,7749.0
2578,27652,REPAIR/GRAFT ACHILLES TENDON,27652,7747.0
2579,68335,REPAIR SYMBLEPHARON+FREE GRFT,68335,7747.0
2580,22845,ANTERIOR INSTRUMENTATION 2-3 VERTEBRAL SEGMENTS,22845,7745.0
2581,32658,THORACOSCOPY SURG EXC FB/CLOT PERICA,32658,7744.0
2582,24470,HEMIEPIPHYSEAL ARREST DIST HUMERUS,24470,7736.0
2583,25606,"PERCUT SKELETAL FIX, DISTAL RADIUS FX",25606,7721.0
2584,21422,OPEN TX LEFORTE I,21422,7718.0
2585,68326,"REVISE CONJUNC,FIX CUL-DE-SAC+GRFT",68326,7716.0
2586,25274,"REFOREARM TEND/EXT,SECOND,GRAFT,EA",25274,7713.0
2587,38740,REMOVE ARMPIT LYMPH NODES SUPERFIC,38740,7710.0
2588,27485,HEMIEPIPHYSEAL LEG ARREST SURGERY,27485,7704.0
2589,33971,REMV AORTIC BALLOON ASSIST FEM ART,33971,7688.0
2590,27634,EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASC 5+CM,27634,7688.0
2591,37227,"REVASCULARIZE FEM/POP ARTERY,ANGIOPLASTY/STENT/ATH",37227,7685.0
2592,33522,"CABG, ARTERY-VEIN, FIVE",33522,7681.0
2593,26434,"REPAIR EXTEN TENDON,DIST,OPEN,GRFT",26434,7666.0
2594,27650,"REPAIR ACHILLES TENDON,PRIMARY",27650,7648.0
2595,21445,OPEN TX DENTAL RIDGE FX,21445,7647.0
2596,29860,"HIP ARTHROSCOPY, DX",29860,7647.0
2597,37605,"LIGATN NECK ARTERY,ICA,CCA",37605,7645.0
2598,54401,INSERT SELF-CONTD PENILE PROSTHESIS,54401,7644.0
2599,51840,"ANTER VESICOURETHROPEXY,SIMPLE",51840,7644.0
2600,64902,"EA ADDNL NERVE GRAFT,MULTPL STRANDS",64902,7643.0
2601,26952,AMPUTATION FINGER/THUMB+FLAPS,26952,7635.0
2602,23182,PART EXCIS SCAPULA,23182,7632.0
2603,66984,XCAPSL CTRC RMVL INSJ IO LENS PROSTH W/O ECP,66984,7627.0
2604,24359,TENOTOMY ELBOW LATERAL/MEDIAL DEBRIDE REPAIR,24359,7621.0
2605,29879,"KNEE SCOPE,ABRASN ARTHROPLASTY",29879,7620.0
2606,57285,PARAVAGINAL DEFECT REPAIR VAGINAL APPROACH,57285,7615.0
2607,27475,"ARREST,EPIPHYSEAL,DISTAL FEMUR",27475,7613.0
2608,23107,EXPLORE SHOULDER JOINT,23107,7611.0
2609,24665,OPEN TX RADIAL HEAD/NECK FRACTURE,24665,7608.0
2610,27641,PARTIAL REMOVAL OF FIBULA,27641,7608.0
2611,28305,"OSTEOTOMY MIDTARSAL,AUTOGRAFT",28305,7608.0
2612,65930,"REMOVAL,BLOOD CLOT,ANT SEGMENT,EYE",65930,7606.0
2613,24685,OPEN TX ULNAR FRACTURE PROX END,24685,7605.0
2614,27175,CLOSED RX SLIP FEM EPIPHYSIS,27175,7605.0
2615,11006,"DEBRIDE NECROT SKIN/ TISS, GENIT,PERI, ADB WALL",11006,7604.0
2616,23150,EXCIS/CURET BENIGN TUMR PROX HUMERUS,23150,7596.0
2617,65875,"INCISE POST SYNECHIAE,EYE",65875,7595.0
2618,27437,ARTHROPLASTY PATELLA,27437,7585.0
2619,28555,OPEN TREATMENT TARSAL BONE DISLOCATION,28555,7585.0
2620,67025,REPLACE EYE FLUID,67025,7582.0
2621,21616,REMOVAL 1ST RIB/NERVES,21616,7577.0
2622,25360,OSTEOTOMY ULNA,25360,7577.0
2623,30520,REPAIR OF NASAL SEPTUM,30520,7575.0
2624,49610,"REPAIR OMPHALOCELE,FIRST STAGE",49610,7571.0
2625,27509,PERCUT FIX DISTAL FEMUR,27509,7569.0
2626,29892,"ANKLE SCOPE,AID REPAIR FX,BONE DEFCT",29892,7568.0
2627,33894,PR EVASC ST RPR THRC/AA ACRS BR,33894,7563.0
2628,42260,REPAIR NOSE TO LIP FISTULA,42260,7559.0
2629,27498,"DECOMPRESS THIGH/KNEE,>1 COMPARTMT",27498,7554.0
2630,43520,INCISION OF PYLORIC MUSCLE,43520,7552.0
2631,27734,STOP GROWTH DISTAL TIB/FIB EPIPHYSES,27734,7552.0
2632,30630,REPAIR NASAL SEPTUM PERFORATN,30630,7547.0
2633,29876,"KNEE SCOPE,FULL SYNOVECT",29876,7546.0
2634,23180,PART EXCIS CLAVICLE,23180,7542.0
2635,23552,"OPEN RX A-C JT DISLOC,FASCIAL GRFT",23552,7541.0
2636,21407,OPEN TX FX ORBIT W IMPLANT,21407,7538.0
2637,46700,"REPAIR ANAL STRICTURE,ADULT",46700,7525.0
2638,57308,XPERINEAL CLOS RECTOVAG FISTULA,57308,7525.0
2639,27217,OPEN INTERN FIX ANTER PELV RING FX,27217,7524.0
2640,26508,RELEASE THUMB CONTRACTURE,26508,7521.0
2641,14001,ADJ TISS XFER TRUNK 10.1-30 SQCM,14001,7515.0
