,Procedure #,Procedure Description,CPT/HCPC,Charge,Blue Cross Charge,United Health Charge,Providence Charge,Aetna Charge,Cigna Charge,Moda Charge,First Choice Health Charge,First Choice Health - GSH Charge,EOCCO OP Charge,EOCCO IP Charge,Valenz Health Charge,Pacific Source Charge,PHCS Charge,MODA Advantage OP Charge,De-Identified Minimum Charge,De-Identified Maximum Charge
1572,62321,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,62321,536.0,482.40000000000003,482.40000000000003,509.2,509.2,509.2,509.2,498.48,321.59999999999997,198.32,460.96,519.92,509.2,509.2,236.376,198.32,519.92
1573,6050751,INJ INTERLAMINAR LMBR/SAC W/ FLUORO,62323,927.0,834.3000000000001,834.3000000000001,880.65,880.65,880.65,880.65,862.11,556.1999999999999,342.99,797.22,899.1899999999999,880.65,880.65,408.807,342.99,899.1899999999999
1574,5805312,LUMBAR PUNCTURE,62328,773.0,695.7,695.7,734.3499999999999,734.3499999999999,734.3499999999999,734.3499999999999,718.89,463.79999999999995,286.01,664.78,749.81,734.3499999999999,734.3499999999999,340.893,286.01,749.81
1575,HGS39422,HGS PR LUMBAR PUNCTURE - DI PROFEE,62328,259.0,233.1,233.1,246.04999999999998,246.04999999999998,246.04999999999998,246.04999999999998,240.87,155.4,95.83,222.74,251.23,246.04999999999998,246.04999999999998,114.21900000000001,95.83,251.23
1576,HGSP62380,HGS PR NDSC DCMPRN SPINAL CORD 1 W/LAMOT NTRSPC LUMBAR,62380,873.0,785.7,785.7,829.3499999999999,829.3499999999999,829.3499999999999,829.3499999999999,811.89,523.8,323.01,750.78,846.81,829.3499999999999,829.3499999999999,384.993,323.01,846.81
1577,3753472,INJ ANES AGENT TRIGEMINAL NRV BLCK,64400,432.0,388.8,388.8,410.4,410.4,410.4,410.4,401.76000000000005,259.2,159.84,371.52,419.03999999999996,410.4,410.4,190.512,159.84,419.03999999999996
1578,64400,INJECTION AA&/STRD TRIGEMINAL NERVE EACH BRANCH,64400,278.0,250.20000000000002,250.20000000000002,264.09999999999997,264.09999999999997,264.09999999999997,264.09999999999997,258.54,166.79999999999998,102.86,239.07999999999998,269.65999999999997,264.09999999999997,264.09999999999997,122.598,102.86,269.65999999999997
1579,64402,"INJECT NERV BLCK,FACIAL NERV",64402,328.0,295.2,295.2,311.59999999999997,311.59999999999997,311.59999999999997,311.59999999999997,305.04,196.79999999999998,121.36,282.08,318.15999999999997,311.59999999999997,311.59999999999997,144.648,121.36,318.15999999999997
1580,64402,"INJECT NERV BLCK,FACIAL NERV",64402,330.0,297.0,297.0,313.5,313.5,313.5,313.5,306.90000000000003,198.0,122.1,283.8,320.09999999999997,313.5,313.5,145.53,122.1,320.09999999999997
1581,5810106,SELECT NERVE BLOCK GRT OCCIP NRV,64405,372.0,334.8,334.8,353.4,353.4,353.4,353.4,345.96000000000004,223.2,137.64,319.92,360.84,353.4,353.4,164.052,137.64,360.84
1582,64405,INJECTION AA&/STRD GREATER OCCIPITAL NERVE,64405,258.0,232.20000000000002,232.20000000000002,245.1,245.1,245.1,245.1,239.94000000000003,154.79999999999998,95.46,221.88,250.26,245.1,245.1,113.778,95.46,250.26
1583,64408,INJECTION AA&/STRD VAGUS NERVE,64408,271.0,243.9,243.9,257.45,257.45,257.45,257.45,252.03,162.6,100.27,233.06,262.87,257.45,257.45,119.511,100.27,262.87
1584,64410,"INJECT NERV BLCK,PHRENIC NERVE",64410,351.0,315.90000000000003,315.90000000000003,333.45,333.45,333.45,333.45,326.43,210.6,129.87,301.86,340.46999999999997,333.45,333.45,154.791,129.87,340.46999999999997
1585,64412,"INJECT NERV BLCK,SP ACCESSORY",64412,383.0,344.7,344.7,363.84999999999997,363.84999999999997,363.84999999999997,363.84999999999997,356.19,229.79999999999998,141.71,329.38,371.51,363.84999999999997,363.84999999999997,168.903,141.71,371.51
1586,3756434,INJ ANES AGENT CERVICAL PLEXUS,64413,1835.0,1651.5,1651.5,1743.25,1743.25,1743.25,1743.25,1706.5500000000002,1101.0,678.95,1578.1,1779.95,1743.25,1743.25,809.235,678.95,1779.95
1587,64413,"INJECT NERV BLCK,CERV PLEXUS",64413,344.0,309.6,309.6,326.8,326.8,326.8,326.8,319.92,206.4,127.28,295.84,333.68,326.8,326.8,151.704,127.28,333.68
1588,64413,"INJECT NERV BLCK,CERV PLEXUS",64413,1019.0,917.1,917.1,968.05,968.05,968.05,968.05,947.6700000000001,611.4,377.03,876.34,988.43,968.05,968.05,449.37899999999996,377.03,988.43
1589,64415,INJECTION AA&/STRD BRACHIAL PLEXUS,64415,323.0,290.7,290.7,306.84999999999997,306.84999999999997,306.84999999999997,306.84999999999997,300.39000000000004,193.79999999999998,119.51,277.78,313.31,306.84999999999997,306.84999999999997,142.443,119.51,313.31
1590,64416,INJECTION AA&/STRD BRACHIAL PLEXUS CONT NFS CATH,64416,1248.0,1123.2,1123.2,1185.6,1185.6,1185.6,1185.6,1160.64,748.8,461.76,1073.28,1210.56,1185.6,1185.6,550.3679999999999,461.76,1210.56
1591,64417,INJECTION AA&/STRD AXILLARY NERVE,64417,353.0,317.7,317.7,335.34999999999997,335.34999999999997,335.34999999999997,335.34999999999997,328.29,211.79999999999998,130.60999999999999,303.58,342.40999999999997,335.34999999999997,335.34999999999997,155.673,130.60999999999999,342.40999999999997
1592,64418,INJECTION AA&/STRD SUPRASCAPULAR NERVE,64418,387.0,348.3,348.3,367.65,367.65,367.65,367.65,359.91,232.2,143.19,332.82,375.39,367.65,367.65,170.667,143.19,375.39
1593,64420,INJECTION AA&/STRD INTERCOSTAL NRV SINGLE LVL,64420,313.0,281.7,281.7,297.34999999999997,297.34999999999997,297.34999999999997,297.34999999999997,291.09000000000003,187.79999999999998,115.81,269.18,303.61,297.34999999999997,297.34999999999997,138.03300000000002,115.81,303.61
1594,64425,INJECTION AA&/STRD ILIOINGUINAL IH NERVES,64425,506.0,455.40000000000003,455.40000000000003,480.7,480.7,480.7,480.7,470.58000000000004,303.59999999999997,187.22,435.15999999999997,490.82,480.7,480.7,223.146,187.22,490.82
1595,64425,INJECTION AA&/STRD ILIOINGUINAL IH NERVES,64425,1696.0,1526.4,1526.4,1611.1999999999998,1611.1999999999998,1611.1999999999998,1611.1999999999998,1577.28,1017.5999999999999,627.52,1458.56,1645.12,1611.1999999999998,1611.1999999999998,747.9359999999999,627.52,1645.12
1596,64435,INJECTION AA&/STRD PARACERVICAL NERVE,64435,371.0,333.90000000000003,333.90000000000003,352.45,352.45,352.45,352.45,345.03000000000003,222.6,137.27,319.06,359.87,352.45,352.45,163.611,137.27,359.87
1597,64445,INJECTION AA&/STRD SCIATIC NERVE,64445,371.0,333.90000000000003,333.90000000000003,352.45,352.45,352.45,352.45,345.03000000000003,222.6,137.27,319.06,359.87,352.45,352.45,163.611,137.27,359.87
1598,64446,INJECTION AA&/STRD SCIATIC NERVE CONT NFS CATH,64446,1187.0,1068.3,1068.3,1127.6499999999999,1127.6499999999999,1127.6499999999999,1127.6499999999999,1103.91,712.1999999999999,439.19,1020.8199999999999,1151.3899999999999,1127.6499999999999,1127.6499999999999,523.467,439.19,1151.3899999999999
1599,3754793,INJ ANES AGENT FEM NERVE SNGL,64447,1629.0,1466.1000000000001,1466.1000000000001,1547.55,1547.55,1547.55,1547.55,1514.97,977.4,602.73,1400.94,1580.1299999999999,1547.55,1547.55,718.389,602.73,1580.1299999999999
1600,64447,INJECTION AA&/STRD FEMORAL NERVE,64447,641.0,576.9,576.9,608.9499999999999,608.9499999999999,608.9499999999999,608.9499999999999,596.13,384.59999999999997,237.17,551.26,621.77,608.9499999999999,608.9499999999999,282.681,237.17,621.77
1601,64448,INJECTION AA&/STRD FEMORAL NERVE CONT NFS CATH,64448,1152.0,1036.8,1036.8,1094.3999999999999,1094.3999999999999,1094.3999999999999,1094.3999999999999,1071.3600000000001,691.1999999999999,426.24,990.72,1117.44,1094.3999999999999,1094.3999999999999,508.032,426.24,1117.44
1602,64449,INJECTION AA&/STRD LUMBAR PLEXUS CONT NFS CATH,64449,1152.0,1036.8,1036.8,1094.3999999999999,1094.3999999999999,1094.3999999999999,1094.3999999999999,1071.3600000000001,691.1999999999999,426.24,990.72,1117.44,1094.3999999999999,1094.3999999999999,508.032,426.24,1117.44
1603,3753506,INJ ANES AGENT OTH PERIPHERAL NERVE,64450,405.0,364.5,364.5,384.75,384.75,384.75,384.75,376.65000000000003,243.0,149.85,348.3,392.84999999999997,384.75,384.75,178.605,149.85,392.84999999999997
1604,64450,INJECTION AA&/STRD OTHER PERIPHERAL NERVE/BRANCH,64450,342.0,307.8,307.8,324.9,324.9,324.9,324.9,318.06,205.2,126.53999999999999,294.12,331.74,324.9,324.9,150.822,126.53999999999999,331.74
1605,64450,INJECTION AA&/STRD OTHER PERIPHERAL NERVE/BRANCH,64450,341.0,306.90000000000003,306.90000000000003,323.95,323.95,323.95,323.95,317.13,204.6,126.17,293.26,330.77,323.95,323.95,150.381,126.17,330.77
1606,64455,NJX AA&/STRD PLANTAR COMMON DIGITAL NERVES,64455,158.0,142.20000000000002,142.20000000000002,150.1,150.1,150.1,150.1,146.94,94.8,58.46,135.88,153.26,150.1,150.1,69.678,58.46,153.26
1607,64455,NJX AA&/STRD PLANTAR COMMON DIGITAL NERVES,64455,518.0,466.2,466.2,492.09999999999997,492.09999999999997,492.09999999999997,492.09999999999997,481.74,310.8,191.66,445.48,502.46,492.09999999999997,492.09999999999997,228.43800000000002,191.66,502.46
1608,64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL,64483,494.0,444.6,444.6,469.29999999999995,469.29999999999995,469.29999999999995,469.29999999999995,459.42,296.4,182.78,424.84,479.18,469.29999999999995,469.29999999999995,217.85399999999998,182.78,479.18
1609,64484,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL EA ADDL,64484,194.0,174.6,174.6,184.29999999999998,184.29999999999998,184.29999999999998,184.29999999999998,180.42000000000002,116.39999999999999,71.78,166.84,188.18,184.29999999999998,184.29999999999998,85.554,71.78,188.18
1610,64486,TAP BLOCK UNILATERAL BY INJECTION(S),64486,359.0,323.1,323.1,341.05,341.05,341.05,341.05,333.87,215.4,132.83,308.74,348.23,341.05,341.05,158.31900000000002,132.83,348.23
1611,64487,TAP BLOCK UNILATERAL BY CONTINUOUS INFUSION(S),64487,441.0,396.90000000000003,396.90000000000003,418.95,418.95,418.95,418.95,410.13,264.59999999999997,163.17,379.26,427.77,418.95,418.95,194.481,163.17,427.77
1612,64488,TAP BLOCK BILATERAL BY INJECTION(S),64488,430.0,387.0,387.0,408.5,408.5,408.5,408.5,399.90000000000003,258.0,159.1,369.8,417.09999999999997,408.5,408.5,189.63,159.1,417.09999999999997
1613,64489,TAP BLOCK BILATERAL BY CONTINUOUS INFUSION(S),64489,615.0,553.5,553.5,584.25,584.25,584.25,584.25,571.95,369.0,227.55,528.9,596.55,584.25,584.25,271.21500000000003,227.55,596.55
1614,64490,"INJ DX/THER AGNT PARAVERT FACET JOINT, CERV/THORAC, 1ST LEVEL",64490,990.0,891.0,891.0,940.5,940.5,940.5,940.5,920.7,594.0,366.3,851.4,960.3,940.5,940.5,436.59000000000003,366.3,960.3
1615,64493,"INJ DX/THER AGNT PARAVERT FACET JOINT, LUMBAR/SAC, 1ST LEVEL",64493,489.0,440.1,440.1,464.54999999999995,464.54999999999995,464.54999999999995,464.54999999999995,454.77000000000004,293.4,180.93,420.54,474.33,464.54999999999995,464.54999999999995,215.649,180.93,474.33
1616,64494,"INJ DX/THER AGNT PARAVERT FACET JOINT, LUMBAR/SAC, 2ND LEVEL",64494,240.0,216.0,216.0,228.0,228.0,228.0,228.0,223.20000000000002,144.0,88.8,206.4,232.79999999999998,228.0,228.0,105.84,88.8,232.79999999999998
1617,64495,"INJ DX/THER AGNT PARAVERT FACET JOINT, LUMBAR/SAC, ADD LEVEL",64495,241.0,216.9,216.9,228.95,228.95,228.95,228.95,224.13000000000002,144.6,89.17,207.26,233.76999999999998,228.95,228.95,106.281,89.17,233.76999999999998
1618,HGS64505,"HGS NERV BLCK,SPHENOPALAT GANGLN",64505,784.0,705.6,705.6,744.8,744.8,744.8,744.8,729.12,470.4,290.08,674.24,760.48,744.8,744.8,345.74399999999997,290.08,760.48
1619,64505,"INJECT NERV BLCK,SPHENOPALAT GANGLN",64505,550.0,495.0,495.0,522.5,522.5,522.5,522.5,511.5,330.0,203.5,473.0,533.5,522.5,522.5,242.55,203.5,533.5
1620,64508,"INJECT NERV BLCK,CAROTID SINUS",64508,176.0,158.4,158.4,167.2,167.2,167.2,167.2,163.68,105.6,65.12,151.35999999999999,170.72,167.2,167.2,77.616,65.12,170.72
1621,64510,"INJECT NERV BLCK,STELLATE GANGLION",64510,354.0,318.6,318.6,336.3,336.3,336.3,336.3,329.22,212.4,130.98,304.44,343.38,336.3,336.3,156.114,130.98,343.38
1622,64520,"INJECT NERV BLCK,PARAVERT SYMPATH",64520,520.0,468.0,468.0,494.0,494.0,494.0,494.0,483.6,312.0,192.4,447.2,504.4,494.0,494.0,229.32000000000002,192.4,504.4
1623,64585,REVJ/RMVL PERIPHERAL NEUROSTIMULATOR ELECTRODE,64585,653.0,587.7,587.7,620.35,620.35,620.35,620.35,607.2900000000001,391.8,241.60999999999999,561.58,633.41,620.35,620.35,287.973,241.60999999999999,633.41
1624,64595,REVISE/REMOVE NEUROSTIM/RECEIVER,64595,676.0,608.4,608.4,642.1999999999999,642.1999999999999,642.1999999999999,642.1999999999999,628.6800000000001,405.59999999999997,250.12,581.36,655.72,642.1999999999999,642.1999999999999,298.11600000000004,250.12,655.72
1625,64635,DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,64635,1804.0,1623.6000000000001,1623.6000000000001,1713.8,1713.8,1713.8,1713.8,1677.72,1082.3999999999999,667.48,1551.44,1749.8799999999999,1713.8,1713.8,795.564,667.48,1749.8799999999999
1626,64636,Pr Dstr Nrolytc Agnt Parverteb Fct Addl Lmbr/sacral,64636,475.0,427.5,427.5,451.25,451.25,451.25,451.25,441.75,285.0,175.75,408.5,460.75,451.25,451.25,209.47500000000002,175.75,460.75
1627,64640,INJECT RX OTHER PERIPH NERVE,64640,369.0,332.1,332.1,350.55,350.55,350.55,350.55,343.17,221.4,136.53,317.34,357.93,350.55,350.55,162.72899999999998,136.53,357.93
1628,64704,REVISE/REPAIR HAND/FOOT NERVE,64704,696.0,626.4,626.4,661.1999999999999,661.1999999999999,661.1999999999999,661.1999999999999,647.2800000000001,417.59999999999997,257.52,598.56,675.12,661.1999999999999,661.1999999999999,306.936,257.52,675.12
1629,64708,"NEUROPLASTY OTHER ARM/LEG NERVE,OPEN",64708,961.0,864.9,864.9,912.9499999999999,912.9499999999999,912.9499999999999,912.9499999999999,893.73,576.6,355.57,826.46,932.17,912.9499999999999,912.9499999999999,423.80100000000004,355.57,932.17
1630,64718,REVISE ULNAR NERVE AT ELBOW,64718,1752.0,1576.8,1576.8,1664.3999999999999,1664.3999999999999,1664.3999999999999,1664.3999999999999,1629.3600000000001,1051.2,648.24,1506.72,1699.44,1664.3999999999999,1664.3999999999999,772.632,648.24,1699.44
1631,64721,REVISE MEDIAN N/CARPAL TUNNEL SURG,64721,966.0,869.4,869.4,917.6999999999999,917.6999999999999,917.6999999999999,917.6999999999999,898.38,579.6,357.42,830.76,937.02,917.6999999999999,917.6999999999999,426.006,357.42,937.02
1632,64722,RELIEVE PRESSURE ON NERVE(S),64722,791.0,711.9,711.9,751.4499999999999,751.4499999999999,751.4499999999999,751.4499999999999,735.63,474.59999999999997,292.67,680.26,767.27,751.4499999999999,751.4499999999999,348.83099999999996,292.67,767.27
1633,64771,"TRANSECT OTHER CRAN N,EXTRADURAL",64771,1615.0,1453.5,1453.5,1534.25,1534.25,1534.25,1534.25,1501.95,969.0,597.55,1388.9,1566.55,1534.25,1534.25,712.215,597.55,1566.55
1634,64772,"TRANSECT OTHR SPINAL N,XTRADURAL",64772,1545.0,1390.5,1390.5,1467.75,1467.75,1467.75,1467.75,1436.8500000000001,927.0,571.65,1328.7,1498.6499999999999,1467.75,1467.75,681.345,571.65,1498.6499999999999
1635,64784,EXCISE MAJOR PERIPHERAL NEUROMA,64784,1591.0,1431.9,1431.9,1511.4499999999998,1511.4499999999998,1511.4499999999998,1511.4499999999998,1479.63,954.5999999999999,588.67,1368.26,1543.27,1511.4499999999998,1511.4499999999998,701.6310000000001,588.67,1543.27
1636,64795,BIOPSY OF NERVE,64795,523.0,470.7,470.7,496.84999999999997,496.84999999999997,496.84999999999997,496.84999999999997,486.39000000000004,313.8,193.51,449.78,507.31,496.84999999999997,496.84999999999997,230.643,193.51,507.31
1637,64999,NERVOUS SYSTEM SURGERY UNLISTED,64999,158.0,142.20000000000002,142.20000000000002,150.1,150.1,150.1,150.1,146.94,94.8,58.46,135.88,153.26,150.1,150.1,69.678,58.46,153.26
1638,3753480,INJ ANES AGENT FACIAL NERVE BLOCK,64999,467.0,420.3,420.3,443.65,443.65,443.65,443.65,434.31,280.2,172.79,401.62,452.99,443.65,443.65,205.947,172.79,452.99
1639,65205,"REMV F.B.,EYE,SUPERF CONJUNC",65205,186.0,167.4,167.4,176.7,176.7,176.7,176.7,172.98000000000002,111.6,68.82,159.96,180.42,176.7,176.7,82.026,68.82,180.42
1640,65205,"REMV F.B.,EYE,SUPERF CONJUNC",65205,186.0,167.4,167.4,176.7,176.7,176.7,176.7,172.98000000000002,111.6,68.82,159.96,180.42,176.7,176.7,82.026,68.82,180.42
1641,3753530,REMOVE FB EXTERNAL EYE SUPERFICIAL,65205,266.0,239.4,239.4,252.7,252.7,252.7,252.7,247.38000000000002,159.6,98.42,228.76,258.02,252.7,252.7,117.306,98.42,258.02
1642,65220,"REMV F.B.,EYE,CORNEA,NO SLIT",65220,182.0,163.8,163.8,172.9,172.9,172.9,172.9,169.26000000000002,109.2,67.34,156.52,176.54,172.9,172.9,80.262,67.34,176.54
1643,3753555,REMOVE FB CORNEAL EYE WO SLIT LAMP,65220,281.0,252.9,252.9,266.95,266.95,266.95,266.95,261.33000000000004,168.6,103.97,241.66,272.57,266.95,266.95,123.921,103.97,272.57
1644,65222,"REMV F.B.,EYE,CORNEA,SLIT LAMP",65222,241.0,216.9,216.9,228.95,228.95,228.95,228.95,224.13000000000002,144.6,89.17,207.26,233.76999999999998,228.95,228.95,106.281,89.17,233.76999999999998
1645,3753563,REMOVE FB CORNEAL EYE W/SLIT LAMP,65222,274.0,246.6,246.6,260.3,260.3,260.3,260.3,254.82000000000002,164.4,101.38,235.64,265.78,260.3,260.3,120.834,101.38,265.78
1646,67700,DRAINAGE OF EYELID ABSCESS,67700,528.0,475.2,475.2,501.59999999999997,501.59999999999997,501.59999999999997,501.59999999999997,491.04,316.8,195.35999999999999,454.08,512.16,501.59999999999997,501.59999999999997,232.848,195.35999999999999,512.16
1647,3754439,DRAIN EYELID ABSCESS,67700,451.0,405.90000000000003,405.90000000000003,428.45,428.45,428.45,428.45,419.43,270.59999999999997,166.87,387.86,437.46999999999997,428.45,428.45,198.891,166.87,437.46999999999997
1648,67715,INCISION OF EYELID FOLD,67715,2180.0,1962.0,1962.0,2071.0,2071.0,2071.0,2071.0,2027.4,1308.0,806.6,1874.8,2114.6,2071.0,2071.0,961.3800000000001,806.6,2114.6
1649,3753613,INCISION OF EYELID FOLD CANTHOTOMY,67715,3573.0,3215.7000000000003,3215.7000000000003,3394.35,3394.35,3394.35,3394.35,3322.8900000000003,2143.7999999999997,1322.01,3072.7799999999997,3465.81,3394.35,3394.35,1575.693,1322.01,3465.81
1650,67938,"REMOVE EYELID FOREIGN BODY,EMBEDDED",67938,451.0,405.90000000000003,405.90000000000003,428.45,428.45,428.45,428.45,419.43,270.59999999999997,166.87,387.86,437.46999999999997,428.45,428.45,198.891,166.87,437.46999999999997
1651,3754116,REMOVE EYELID FOREIGN BODY,67938,252.0,226.8,226.8,239.39999999999998,239.39999999999998,239.39999999999998,239.39999999999998,234.36,151.2,93.24,216.72,244.44,239.39999999999998,239.39999999999998,111.13199999999999,93.24,244.44
1652,69000,"DRAIN EXT EAR ABSC/BLOOD,SIMPLE",69000,492.0,442.8,442.8,467.4,467.4,467.4,467.4,457.56,295.2,182.04,423.12,477.24,467.4,467.4,216.972,182.04,477.24
1653,3753654,DRAIN EXTERNAL EAR LESION SMPL,69000,291.0,261.90000000000003,261.90000000000003,276.45,276.45,276.45,276.45,270.63,174.6,107.67,250.26,282.27,276.45,276.45,128.33100000000002,107.67,282.27
1654,69020,DRAIN EXT AUD CANAL ABSCESS,69020,456.0,410.40000000000003,410.40000000000003,433.2,433.2,433.2,433.2,424.08000000000004,273.59999999999997,168.72,392.15999999999997,442.32,433.2,433.2,201.09599999999998,168.72,442.32
1655,3754967,DRAIN EXTERNAL AUDITORY CANAL ABSCE,69020,165.0,148.5,148.5,156.75,156.75,156.75,156.75,153.45000000000002,99.0,61.05,141.9,160.04999999999998,156.75,156.75,72.765,61.05,160.04999999999998
1656,69200,REMV EXT CANAL FOREIGN BODY,69200,251.0,225.9,225.9,238.45,238.45,238.45,238.45,233.43,150.6,92.87,215.85999999999999,243.47,238.45,238.45,110.691,92.87,243.47
1657,3753662,REMOVE FB OUTER EAR CANAL,69200,132.0,118.8,118.8,125.39999999999999,125.39999999999999,125.39999999999999,125.39999999999999,122.76,79.2,48.839999999999996,113.52,128.04,125.39999999999999,125.39999999999999,58.212,48.839999999999996,128.04
1658,69209,REMOVAL IMPACTED CERUMEN IRRIGATION/LVG UNILAT,69209,132.0,118.8,118.8,125.39999999999999,125.39999999999999,125.39999999999999,125.39999999999999,122.76,79.2,48.839999999999996,113.52,128.04,125.39999999999999,125.39999999999999,58.212,48.839999999999996,128.04
1659,3756475,REMOVE IMPACTED CERUMEN W/IRRIGATION,69209,202.0,181.8,181.8,191.89999999999998,191.89999999999998,191.89999999999998,191.89999999999998,187.86,121.19999999999999,74.74,173.72,195.94,191.89999999999998,191.89999999999998,89.08200000000001,74.74,195.94
1660,69210,REMOVAL IMPACTED CERUMEN INSTRUMENTATION UNILAT,69210,163.0,146.70000000000002,146.70000000000002,154.85,154.85,154.85,154.85,151.59,97.8,60.31,140.18,158.10999999999999,154.85,154.85,71.883,60.31,158.10999999999999
1661,3753688,REMOVE IMPACTED CERUMEN W/INSTRUMENTATION,69210,141.0,126.9,126.9,133.95,133.95,133.95,133.95,131.13,84.6,52.17,121.26,136.77,133.95,133.95,62.181000000000004,52.17,136.77
1662,3755535,UNLISTED OUTER EAR SURG PROC,69399,568.0,511.2,511.2,539.6,539.6,539.6,539.6,528.24,340.8,210.16,488.48,550.96,539.6,539.6,250.488,210.16,550.96
1663,5805650,MANDIBLE 3 VIEWS OR LESS,70100,411.0,369.90000000000003,369.90000000000003,390.45,390.45,390.45,390.45,382.23,246.6,152.07,353.46,398.67,390.45,390.45,181.251,152.07,398.67
1664,HGS39474,HGS PR XRAY EXAM OF JAW <4 VIEWS-PRO,70100,34.0,30.6,30.6,32.3,32.3,32.3,32.3,31.62,20.4,12.58,29.24,32.98,32.3,32.3,14.994,12.58,32.98
1665,5805759,MANDIBLE MINIMUM 4 VIEWS,70110,455.0,409.5,409.5,432.25,432.25,432.25,432.25,423.15000000000003,273.0,168.35,391.3,441.34999999999997,432.25,432.25,200.655,168.35,441.34999999999997
1666,HGS39089,HGS PR MANDIBLE 4 VIEWS + PROFEE,70110,45.0,40.5,40.5,42.75,42.75,42.75,42.75,41.85,27.0,16.65,38.7,43.65,42.75,42.75,19.845,16.65,43.65
1667,5803051,FACIAL BONES 2 VIEWS OR LESS,70140,381.0,342.90000000000003,342.90000000000003,361.95,361.95,361.95,361.95,354.33000000000004,228.6,140.97,327.65999999999997,369.57,361.95,361.95,168.021,140.97,369.57
1668,HGS39337,HGS PR X-RAY FACIAL BONES LMTD PROFEE,70140,44.0,39.6,39.6,41.8,41.8,41.8,41.8,40.92,26.4,16.28,37.839999999999996,42.68,41.8,41.8,19.404,16.28,42.68
1669,5800271,FACIAL BONES MINIMUM 3 VIEWS,70150,445.0,400.5,400.5,422.75,422.75,422.75,422.75,413.85,267.0,164.65,382.7,431.65,422.75,422.75,196.245,164.65,431.65
1670,HGS39090,HGS PR FACIAL BONES 3 VIEWS + PROFEE,70150,46.0,41.4,41.4,43.699999999999996,43.699999999999996,43.699999999999996,43.699999999999996,42.78,27.599999999999998,17.02,39.56,44.62,43.699999999999996,43.699999999999996,20.286,17.02,44.62
1671,5806559,NASAL BONES MINIMUM 3 VIEWS,70160,377.0,339.3,339.3,358.15,358.15,358.15,358.15,350.61,226.2,139.49,324.21999999999997,365.69,358.15,358.15,166.257,139.49,365.69
1672,HGS39091,HGS PR NASAL BONE 3 VIEWS + PROFEE,70160,27.0,24.3,24.3,25.65,25.65,25.65,25.65,25.110000000000003,16.2,9.99,23.22,26.189999999999998,25.65,25.65,11.907,9.99,26.189999999999998
